Method Name,Original Column,Mapped Category
BFSdist,ToDo.2,conditional statement
BFSdist,isEmpty.0,conditional statement
BFSdist,n2.6,conditional block
BFSdist,=.4,conditional block
BFSdist,Node.2,conditional block
BFSdist,ToDo.3,conditional block
BFSdist,remove.0,conditional block
BFSdist,0.1,conditional block
BFSdist,BFSdist.1,conditional block
BFSdist,n2.7,conditional block
BFSdist,ToDo.4,conditional block
BFSdist,indirConn.2,conditional block
addPKColumn,public.0,function declaration
addPKColumn,void.0,function declaration
addPKColumn,addPKColumn.0,function declaration
addPKColumn,String.0,parameter
addPKColumn,aPKColName.0,parameter
addPKColumn,throws.0,exception handling
addPKColumn,IllegalArgumentException.0,exception handling
addPKColumn,Column.0,variable declaration
addPKColumn,col.0,variable declaration
addPKColumn,=.0,variable declaration
addPKColumn,Column.1,variable declaration
addPKColumn,colMap.0,variable declaration
addPKColumn,get.0,variable declaration
addPKColumn,aPKColName.1,variable declaration
addPKColumn,if.0,conditional statement
addPKColumn,col.1,conditional statement
addPKColumn,==.0,conditional statement
addPKColumn,nan.0,conditional statement
addPKColumn,throw.0,exception handling
addPKColumn,new.0,exception handling
addPKColumn,IllegalArgumentException.1,exception handling
addPKColumn,"""""""The column |"""".100""","""""""The column |"""".100"""
addPKColumn,+.0,exception handling
addPKColumn,aPKColName.2,exception handling
addPKColumn,+.1,exception handling
addPKColumn,"""""""| does not belong to the table |"""".101""","""""""| does not belong to the table |"""".101"""
addPKColumn,+.2,exception handling
addPKColumn,name.0,exception handling
addPKColumn,+.3,exception handling
addPKColumn,"""""""|"""".0""","""""""|"""".0"""
addPKColumn,pkColumns.0,externally defined variable or function
addPKColumn,add.0,function call
addPKColumn,col.2,argument
appendDeclarations,public.0,function declaration
appendDeclarations,void.0,function declaration
appendDeclarations,appendDeclarations.0,function declaration
appendDeclarations,LaTeXDocumentPortion.0,parameter
appendDeclarations,pack.0,parameter
appendDeclarations,LaTeXDocumentPortion.1,parameter
appendDeclarations,decl.0,parameter
appendDeclarations,if.0,conditional statement
appendDeclarations,bContainsEndnotes.0,conditional statement
appendDeclarations,pack.1,conditional block
appendDeclarations,append.0,conditional block
appendDeclarations,"""""""\\usepackage{endnotes}"""".0""","""""""\\usepackage{endnotes}"""".0"""
appendDeclarations,).0,).0
appendDeclarations,nl.0,conditional block
appendDeclarations,if.1,conditional statement
appendDeclarations,bContainsFootnotes.0,conditional statement
appendDeclarations,convertFootnotesConfiguration.0,conditional block
appendDeclarations,decl.1,conditional block
appendDeclarations,if.2,conditional statement
appendDeclarations,bContainsEndnotes.1,conditional statement
appendDeclarations,convertEndnotesConfiguration.0,conditional block
appendDeclarations,decl.2,conditional block
updateGain,private.0,function declaration
updateGain,void.0,function declaration
updateGain,updateGain.0,function declaration
updateGain,int.0,variable declaration
updateGain,pos.0,variable declaration
updateGain,=.0,variable declaration
updateGain,getValue.0,variable declaration
updateGain,int.1,variable declaration
updateGain,value.0,variable declaration
updateGain,=.1,variable declaration
updateGain,int.2,variable declaration
updateGain,127.0,variable declaration
updateGain,*.0,variable declaration
updateGain,double.0,variable declaration
updateGain,pos.1,variable declaration
updateGain,/.0,variable declaration
updateGain,100.0,variable declaration
updateGain,MidiChannel.0,variable declaration
updateGain,cs.0,variable declaration
updateGain,=.2,variable declaration
updateGain,synthesizer.0,variable declaration
updateGain,getChannels.0,variable declaration
updateGain,for.0,loop
updateGain,int.3,loop
updateGain,I.0,loop
updateGain,=.3,loop
updateGain,0.0,loop
updateGain,I.1,conditional statement
updateGain,<.0,conditional statement
updateGain,cs.1,conditional statement
updateGain,length.0,conditional statement
updateGain,i.0,loop
updateGain,cs.2,loop
updateGain,i.1,loop
updateGain,controlChange.0,loop
updateGain,7.0,loop
updateGain,value.1,loop
swapItems,public.0,function declaration
swapItems,void.0,function declaration
swapItems,swapItems.0,function declaration
swapItems,int.0,parameter
swapItems,index.0,parameter
swapItems,int.1,parameter
swapItems,change.0,parameter
swapItems,if.0,conditional statement
swapItems,index.1,conditional statement
swapItems,>=.0,conditional statement
swapItems,0.0,conditional statement
swapItems,&&.0,conditional statement
swapItems,index.2,conditional statement
swapItems,<.0,conditional statement
swapItems,allItems.0,conditional statement
swapItems,length.0,conditional statement
swapItems,&&.1,conditional statement
swapItems,change.1,conditional statement
swapItems,>=.1,conditional statement
swapItems,0.1,conditional statement
swapItems,&&.2,conditional statement
swapItems,change.2,conditional statement
swapItems,<.1,conditional statement
swapItems,allItems.1,conditional statement
swapItems,length.1,conditional statement
swapItems,MenuItem.0,conditional block
swapItems,temp.0,conditional block
swapItems,=.0,conditional block
swapItems,allItems.2,conditional block
swapItems,index.3,conditional block
swapItems,allItems.3,conditional block
swapItems,index.4,conditional block
swapItems,=.1,conditional block
swapItems,allItems.4,conditional block
swapItems,change.3,conditional block
swapItems,allItems.5,conditional block
swapItems,change.4,conditional block
swapItems,=.2,conditional block
swapItems,temp.1,conditional block
updateSchema,public.0,function declaration
updateSchema,void.0,function declaration
updateSchema,updateSchema.0,function declaration
updateSchema,String.0,parameter
updateSchema,kind.0,parameter
updateSchema,SchemaTO.0,parameter
updateSchema,schemaTO.0,parameter
updateSchema,try.0,exception handling
updateSchema,restTemplate.0,externally defined variable or function
updateSchema,postForObject.0,externally defined variable or function
updateSchema,baseURL.0,argument
updateSchema,+.0,argument
updateSchema,"""""""schema/"""".0""","""""""schema/"""".0"""
updateSchema,+.1,argument
updateSchema,kind.1,argument
updateSchema,+.2,argument
updateSchema,"""""""/update"""".0""","""""""/update"""".0"""
updateSchema,schemaTO.1,argument
updateSchema,SchemaTO.1,argument
updateSchema,class.0,argument
updateSchema,catch.0,exception handling
updateSchema,SyncopeClientCompositeErrorException.0,parameter
updateSchema,e.0,parameter
updateSchema,LOG.0,external class
updateSchema,error.0,function call
updateSchema,"""""""While updating a user schema"""".100""","""""""While updating a user schema"""".100"""
updateSchema,e.1,argument
readFromFile,private.0,function declaration
readFromFile,void.0,function declaration
readFromFile,readFromFile.0,function declaration
readFromFile,try.0,exception handling
readFromFile,FileReader.0,variable declaration
readFromFile,fr.0,variable declaration
readFromFile,=.0,variable declaration
readFromFile,new.0,variable declaration
readFromFile,FileReader.1,variable declaration
readFromFile,this.0,variable declaration
readFromFile,credentials.0,variable declaration
readFromFile,BufferedReader.0,variable declaration
readFromFile,br.0,variable declaration
readFromFile,=.1,variable declaration
readFromFile,new.1,variable declaration
readFromFile,BufferedReader.1,variable declaration
readFromFile,fr.1,variable declaration
readFromFile,this.1,externally defined variable or function
readFromFile,username.0,externally defined variable or function
readFromFile,=.2,assignment
readFromFile,br.1,variable
readFromFile,readLine.0,function call
readFromFile,this.2,externally defined variable or function
readFromFile,password.0,externally defined variable or function
readFromFile,=.3,assignment
readFromFile,br.2,variable
readFromFile,readLine.1,function call
readFromFile,br.3,variable
readFromFile,close.0,function call
readFromFile,fr.2,variable
readFromFile,close.1,function call
readFromFile,catch.0,exception handling
readFromFile,Exception.0,parameter
readFromFile,e.0,parameter
readFromFile,this.3,externally defined variable or function
readFromFile,username.1,externally defined variable or function
readFromFile,=.4,assignment
readFromFile,""""""""""".0""",""""""""""".0"""
readFromFile,this.4,externally defined variable or function
readFromFile,password.1,externally defined variable or function
readFromFile,=.5,assignment
readFromFile,""""""""""".1""",""""""""""".1"""
updateSchema,public.0,function declaration
updateSchema,void.0,function declaration
updateSchema,updateSchema.0,function declaration
updateSchema,String.0,parameter
updateSchema,kind.0,parameter
updateSchema,SchemaTO.0,parameter
updateSchema,schemaTO.0,parameter
updateSchema,try.0,exception handling
updateSchema,restTemplate.0,externally defined variable or function
updateSchema,postForObject.0,externally defined variable or function
updateSchema,baseURL.0,argument
updateSchema,+.0,argument
updateSchema,"""""""schema/"""".0""","""""""schema/"""".0"""
updateSchema,+.1,argument
updateSchema,kind.1,argument
updateSchema,+.2,argument
updateSchema,"""""""/update"""".0""","""""""/update"""".0"""
updateSchema,schemaTO.1,argument
updateSchema,SchemaTO.1,argument
updateSchema,class.0,argument
updateSchema,catch.0,exception handling
updateSchema,SyncopeClientCompositeErrorException.0,parameter
updateSchema,e.0,parameter
updateSchema,LOG.0,external class
updateSchema,error.0,function call
updateSchema,"""""""While updating a user schema"""".100""","""""""While updating a user schema"""".100"""
updateSchema,e.1,argument
getUserNameFromCookie,private.0,function declaration
getUserNameFromCookie,String.0,function declaration
getUserNameFromCookie,getUserNameFromCookie.0,function declaration
getUserNameFromCookie,throws.0,exception handling
getUserNameFromCookie,Exception.0,exception handling
getUserNameFromCookie,String.1,variable declaration
getUserNameFromCookie,userName.0,variable declaration
getUserNameFromCookie,=.0,variable declaration
getUserNameFromCookie,nan.0,variable declaration
getUserNameFromCookie,// get user name.200,comment
getUserNameFromCookie,Cookie.0,variable declaration
getUserNameFromCookie,cookies.0,variable declaration
getUserNameFromCookie,=.1,variable declaration
getUserNameFromCookie,servletRequest.0,variable declaration
getUserNameFromCookie,getCookies.0,variable declaration
getUserNameFromCookie,for.0,loop
getUserNameFromCookie,int.0,loop
getUserNameFromCookie,i.0,loop
getUserNameFromCookie,=.2,loop
getUserNameFromCookie,0.0,loop
getUserNameFromCookie,i.1,conditional statement
getUserNameFromCookie,<.0,conditional statement
getUserNameFromCookie,cookies.1,conditional statement
getUserNameFromCookie,length.0,conditional statement
getUserNameFromCookie,i.2,loop
getUserNameFromCookie,Cookie.1,loop
getUserNameFromCookie,cookie.0,loop
getUserNameFromCookie,=.3,loop
getUserNameFromCookie,cookies.2,loop
getUserNameFromCookie,i.3,loop
getUserNameFromCookie,if.0,conditional statement
getUserNameFromCookie,cookie.1,conditional statement
getUserNameFromCookie,!=.0,conditional statement
getUserNameFromCookie,nan.1,conditional statement
getUserNameFromCookie,&&.0,conditional statement
getUserNameFromCookie,cookie.2,conditional statement
getUserNameFromCookie,getName.0,conditional statement
getUserNameFromCookie,equals.0,conditional statement
getUserNameFromCookie,"""""""platform.username"""".0""","""""""platform.username"""".0"""
getUserNameFromCookie,String.2,loop
getUserNameFromCookie,value.0,loop
getUserNameFromCookie,=.4,loop
getUserNameFromCookie,cookie.3,loop
getUserNameFromCookie,getValue.0,loop
getUserNameFromCookie,userName.1,loop
getUserNameFromCookie,=.5,loop
getUserNameFromCookie,DesEncrypter.0,loop
getUserNameFromCookie,getInstance.0,loop
getUserNameFromCookie,decrypt.0,loop
getUserNameFromCookie,value.1,loop
getUserNameFromCookie,break.0,loop
getUserNameFromCookie,return.0,return
getUserNameFromCookie,userName.2,return
BFSdist,public.0,function declaration
BFSdist,void.0,function declaration
BFSdist,BFSdist.0,function declaration
BFSdist,Node.0,parameter
BFSdist,n.0,parameter
BFSdist,Vector.0,parameter
BFSdist,ToDo.0,parameter
BFSdist,int.0,parameter
BFSdist,indirConn.0,parameter
BFSdist,Node.1,variable declaration
BFSdist,n2.0,variable declaration
BFSdist,=.0,variable declaration
BFSdist,nan.0,variable declaration
BFSdist,for.0,loop
BFSdist,Enumeration.0,loop
BFSdist,es.0,loop
BFSdist,=.1,loop
BFSdist,n.1,loop
BFSdist,adjEdges.0,loop
BFSdist,elements.0,loop
BFSdist,es.1,conditional statement
BFSdist,hasMoreElements.0,conditional statement
BFSdist,n2.1,loop
BFSdist,=.2,loop
BFSdist,n.2,loop
BFSdist,adjNode.0,loop
BFSdist,Edge.0,loop
BFSdist,es.2,loop
BFSdist,nextElement.0,loop
BFSdist,if.0,conditional statement
BFSdist,n2.2,conditional statement
BFSdist,dist.0,conditional statement
BFSdist,<.0,conditional statement
BFSdist,0.0,conditional statement
BFSdist,n2.3,loop
BFSdist,dist.1,loop
BFSdist,=.3,loop
BFSdist,n.3,loop
BFSdist,dist.2,loop
BFSdist,+.0,loop
BFSdist,1.0,loop
BFSdist,indirConn.1,loop
BFSdist,n2.4,loop
BFSdist,dist.3,loop
BFSdist,++.0,loop
BFSdist,// important add adds to the end of the list.200,comment
BFSdist,ToDo.1,loop
BFSdist,add.0,loop
BFSdist,n2.5,loop
BFSdist,if.1,conditional statement
BFSdist,ToDo.2,conditional statement
BFSdist,isEmpty.0,conditional statement
BFSdist,n2.6,conditional block
BFSdist,=.4,conditional block
BFSdist,Node.2,conditional block
BFSdist,ToDo.3,conditional block
BFSdist,remove.0,conditional block
BFSdist,0.1,conditional block
BFSdist,BFSdist.1,conditional block
BFSdist,n2.7,conditional block
BFSdist,ToDo.4,conditional block
BFSdist,indirConn.2,conditional block
addPKColumn,public.0,function declaration
addPKColumn,void.0,function declaration
addPKColumn,addPKColumn.0,function declaration
addPKColumn,String.0,parameter
addPKColumn,aPKColName.0,parameter
addPKColumn,throws.0,exception handling
addPKColumn,IllegalArgumentException.0,exception handling
addPKColumn,Column.0,variable declaration
addPKColumn,col.0,variable declaration
addPKColumn,=.0,variable declaration
addPKColumn,Column.1,variable declaration
addPKColumn,colMap.0,variable declaration
addPKColumn,get.0,variable declaration
addPKColumn,aPKColName.1,variable declaration
addPKColumn,if.0,conditional statement
addPKColumn,col.1,conditional statement
addPKColumn,==.0,conditional statement
addPKColumn,nan.0,conditional statement
addPKColumn,throw.0,exception handling
addPKColumn,new.0,exception handling
addPKColumn,IllegalArgumentException.1,exception handling
addPKColumn,"""""""The column |"""".100""","""""""The column |"""".100"""
addPKColumn,+.0,exception handling
addPKColumn,aPKColName.2,exception handling
addPKColumn,+.1,exception handling
addPKColumn,"""""""| does not belong to the table |"""".101""","""""""| does not belong to the table |"""".101"""
